SG=230.148
 name=Ia-3d'
 nsym=48
 spinor=False
symmetries=
            1 0 0 0 1 0 0 0 1    0 0 0  1
        -1 0 0 0 -1 0 0 0 1    0 0.5 0  1
        -1 0 0 0 1 0 0 0 -1    0.5 0 0  1
        1 0 0 0 -1 0 0 0 -1    0 0 0.5  1
            0 0 1 1 0 0 0 1 0    0 0 0  1
        0 0 1 -1 0 0 0 -1 0    0 0 0.5  1
        0 0 -1 -1 0 0 0 1 0    0 0.5 0  1
        0 0 -1 1 0 0 0 -1 0    0.5 0 0  1
            0 1 0 0 0 1 1 0 0    0 0 0  1
        0 -1 0 0 0 1 -1 0 0    0.5 0 0  1
        0 1 0 0 0 -1 -1 0 0    0 0 0.5  1
        0 -1 0 0 0 -1 1 0 0    0 0.5 0  1
         -1 0 0 0 -1 0 0 0 -1    0 0 0  1
         1 0 0 0 1 0 0 0 -1    0 0.5 0  1
         1 0 0 0 -1 0 0 0 1    0.5 0 0  1
         -1 0 0 0 1 0 0 0 1    0 0 0.5  1
         0 0 -1 -1 0 0 0 -1 0    0 0 0  1
         0 0 -1 1 0 0 0 1 0    0 0 0.5  1
         0 0 1 1 0 0 0 -1 0    0 0.5 0  1
         0 0 1 -1 0 0 0 1 0    0.5 0 0  1
         0 -1 0 0 0 -1 -1 0 0    0 0 0  1
         0 1 0 0 0 -1 1 0 0    0.5 0 0  1
         0 -1 0 0 0 1 1 0 0    0 0 0.5  1
         0 1 0 0 0 1 -1 0 0    0 0.5 0  1
  0 1 0 1 0 0 0 0 -1    0.75 0.25 0.25 -1
0 -1 0 -1 0 0 0 0 -1    0.25 0.25 0.25 -1
  0 1 0 -1 0 0 0 0 1    0.25 0.25 0.75 -1
  0 -1 0 1 0 0 0 0 1    0.25 0.75 0.25 -1
  1 0 0 0 0 1 0 -1 0    0.75 0.25 0.25 -1
  -1 0 0 0 0 1 0 1 0    0.25 0.75 0.25 -1
-1 0 0 0 0 -1 0 -1 0    0.25 0.25 0.25 -1
  1 0 0 0 0 -1 0 1 0    0.25 0.25 0.75 -1
  0 0 1 0 1 0 -1 0 0    0.75 0.25 0.25 -1
  0 0 1 0 -1 0 1 0 0    0.25 0.25 0.75 -1
  0 0 -1 0 1 0 1 0 0    0.25 0.75 0.25 -1
0 0 -1 0 -1 0 -1 0 0    0.25 0.25 0.25 -1
 0 -1 0 -1 0 0 0 0 1    0.75 0.25 0.25 -1
   0 1 0 1 0 0 0 0 1    0.25 0.25 0.25 -1
 0 -1 0 1 0 0 0 0 -1    0.25 0.25 0.75 -1
 0 1 0 -1 0 0 0 0 -1    0.25 0.75 0.25 -1
 -1 0 0 0 0 -1 0 1 0    0.75 0.25 0.25 -1
 1 0 0 0 0 -1 0 -1 0    0.25 0.75 0.25 -1
   1 0 0 0 0 1 0 1 0    0.25 0.25 0.25 -1
 -1 0 0 0 0 1 0 -1 0    0.25 0.25 0.75 -1
 0 0 -1 0 -1 0 1 0 0    0.75 0.25 0.25 -1
