Line i: spglib i uni number -> BNS number, name
1.1 P1
1.2 P11'
1.3 P_S1
2.4 P-1
2.5 P-11'
2.6 P-1'
2.7 P_S-1
3.1 P2
3.2 P21'
3.3 P2'
3.4 P_a2
3.5 P_b2
3.6 P_C2
4.7 P2_1
4.8 P2_11'
4.9 P2_1'
4.10 P_a2_1
4.11 P_b2_1
4.12 P_C2_1
5.13 C2
5.14 C21'
5.15 C2'
5.16 C_c2
5.17 C_a2
6.18 Pm
6.19 Pm1'
6.20 Pm'
6.21 P_am
6.22 P_bm
6.23 P_Cm
7.24 Pc
7.25 Pc1'
7.26 Pc'
7.27 P_ac
7.28 P_cc
7.29 P_bc
7.30 P_Cc
7.31 P_Ac
8.32 Cm
8.33 Cm1'
8.34 Cm'
8.35 C_cm
8.36 C_am
9.37 Cc
9.38 Cc1'
9.39 Cc'
9.40 C_cc
9.41 C_ac
10.42 P2/m
10.43 P2/m1'
10.44 P2'/m
10.45 P2/m'
10.46 P2'/m'
10.47 P_a2/m
10.48 P_b2/m
10.49 P_C2/m
11.50 P2_1/m
11.51 P2_1/m1'
11.52 P2_1'/m
11.53 P2_1/m'
11.54 P2_1'/m'
11.55 P_a2_1/m
11.56 P_b2_1/m
11.57 P_C2_1/m
12.58 C2/m
12.59 C2/m1'
12.60 C2'/m
12.61 C2/m'
12.62 C2'/m'
12.63 C_c2/m
12.64 C_a2/m
13.65 P2/c
13.66 P2/c1'
13.67 P2'/c
13.68 P2/c'
13.69 P2'/c'
13.70 P_a2/c
13.71 P_b2/c
13.72 P_c2/c
13.73 P_A2/c
13.74 P_C2/c
14.75 P2_1/c
14.76 P2_1/c1'
14.77 P2_1'/c
14.78 P2_1/c'
14.79 P2_1'/c'
14.80 P_a2_1/c
14.81 P_b2_1/c
14.82 P_c2_1/c
14.83 P_A2_1/c
14.84 P_C2_1/c
15.85 C2/c
15.86 C2/c1'
15.87 C2'/c
15.88 C2/c'
15.89 C2'/c'
15.90 C_c2/c
15.91 C_a2/c
16.1 P222
16.2 P2221'
16.3 P2'2'2
16.4 P_a222
16.5 P_C222
16.6 P_I222
17.7 P222_1
17.8 P222_11'
17.9 P2'2'2_1
17.10 P22'2_1'
17.11 P_a222_1
17.12 P_c222_1
17.13 P_B222_1
17.14 P_C222_1
17.15 P_I222_1
18.16 P2_12_12
18.17 P2_12_121'
18.18 P2_1'2_1'2
18.19 P2_12_1'2'
18.20 P_b2_12_12
18.21 P_c2_12_12
18.22 P_B2_12_12
18.23 P_C2_12_12
18.24 P_I2_12_12
19.25 P2_12_12_1
19.26 P2_12_12_11'
19.27 P2_1'2_1'2_1
19.28 P_c2_12_12_1
19.29 P_C2_12_12_1
19.30 P_I2_12_12_1
20.31 C222_1
20.32 C222_11'
20.33 C2'2'2_1
20.34 C22'2_1'
20.35 C_c222_1
20.36 C_a222_1
20.37 C_A222_1
21.38 C222
21.39 C2221'
21.40 C2'2'2
21.41 C22'2'
21.42 C_c222
21.43 C_a222
21.44 C_A222
22.45 F222
22.46 F2221'
22.47 F2'2'2
22.48 F_S222
23.49 I222
23.50 I2221'
23.51 I2'2'2
23.52 I_c222
24.53 I2_12_12_1
24.54 I2_12_12_11'
24.55 I2_1'2_1'2_1
24.56 I_c2_12_12_1
25.57 Pmm2
25.58 Pmm21'
25.59 Pm'm2'
25.60 Pm'm'2
25.61 P_cmm2
25.62 P_amm2
25.63 P_Cmm2
25.64 P_Amm2
25.65 P_Imm2
26.66 Pmc2_1
26.67 Pmc2_11'
26.68 Pm'c2_1'
26.69 Pmc'2_1'
26.70 Pm'c'2_1
26.71 P_amc2_1
26.72 P_bmc2_1
26.73 P_cmc2_1
26.74 P_Amc2_1
26.75 P_Bmc2_1
26.76 P_Cmc2_1
26.77 P_Imc2_1
27.78 Pcc2
27.79 Pcc21'
27.80 Pc'c2'
27.81 Pc'c'2
27.82 P_ccc2
27.83 P_acc2
27.84 P_Ccc2
27.85 P_Acc2
27.86 P_Icc2
28.87 Pma2
28.88 Pma21'
28.89 Pm'a2'
28.90 Pma'2'
28.91 Pm'a'2
28.92 P_ama2
28.93 P_bma2
28.94 P_cma2
28.95 P_Ama2
28.96 P_Bma2
28.97 P_Cma2
28.98 P_Ima2
29.99 Pca2_1
29.100 Pca2_11'
29.101 Pc'a2_1'
29.102 Pca'2_1'
29.103 Pc'a'2_1
29.104 P_aca2_1
29.105 P_bca2_1
29.106 P_cca2_1
29.107 P_Aca2_1
29.108 P_Bca2_1
29.109 P_Cca2_1
29.110 P_Ica2_1
30.111 Pnc2
30.112 Pnc21'
30.113 Pn'c2'
30.114 Pnc'2'
30.115 Pn'c'2
30.116 P_anc2
30.117 P_bnc2
30.118 P_cnc2
30.119 P_Anc2
30.120 P_Bnc2
30.121 P_Cnc2
30.122 P_Inc2
31.123 Pmn2_1
31.124 Pmn2_11'
31.125 Pm'n2_1'
31.126 Pmn'2_1'
31.127 Pm'n'2_1
31.128 P_amn2_1
31.129 P_bmn2_1
31.130 P_cmn2_1
31.131 P_Amn2_1
31.132 P_Bmn2_1
31.133 P_Cmn2_1
31.134 P_Imn2_1
32.135 Pba2
32.136 Pba21'
32.137 Pb'a2'
32.138 Pb'a'2
32.139 P_cba2
32.140 P_bba2
32.141 P_Cba2
32.142 P_Aba2
32.143 P_Iba2
33.144 Pna2_1
33.145 Pna2_11'
33.146 Pn'a2_1'
33.147 Pna'2_1'
33.148 Pn'a'2_1
33.149 P_ana2_1
33.150 P_bna2_1
33.151 P_cna2_1
33.152 P_Ana2_1
33.153 P_Bna2_1
33.154 P_Cna2_1
33.155 P_Ina2_1
34.156 Pnn2
34.157 Pnn21'
34.158 Pn'n2'
34.159 Pn'n'2
34.160 P_ann2
34.161 P_cnn2
34.162 P_Ann2
34.163 P_Cnn2
34.164 P_Inn2
35.165 Cmm2
35.166 Cmm21'
35.167 Cm'm2'
35.168 Cm'm'2
35.169 C_cmm2
35.170 C_amm2
35.171 C_Amm2
36.172 Cmc2_1
36.173 Cmc2_11'
36.174 Cm'c2_1'
36.175 Cmc'2_1'
36.176 Cm'c'2_1
36.177 C_cmc2_1
36.178 C_amc2_1
36.179 C_Amc2_1
37.180 Ccc2
37.181 Ccc21'
37.182 Cc'c2'
37.183 Cc'c'2
37.184 C_ccc2
37.185 C_acc2
37.186 C_Acc2
38.187 Amm2
38.188 Amm21'
38.189 Am'm2'
38.190 Amm'2'
38.191 Am'm'2
38.192 A_amm2
38.193 A_bmm2
38.194 A_Bmm2
39.195 Abm2
39.196 Abm21'
39.197 Ab'm2'
39.198 Abm'2'
39.199 Ab'm'2
39.200 A_abm2
39.201 A_bbm2
39.202 A_Bbm2
40.203 Ama2
40.204 Ama21'
40.205 Am'a2'
40.206 Ama'2'
40.207 Am'a'2
40.208 A_ama2
40.209 A_bma2
40.210 A_Bma2
41.211 Aba2
41.212 Aba21'
41.213 Ab'a2'
41.214 Aba'2'
41.215 Ab'a'2
41.216 A_aba2
41.217 A_bba2
41.218 A_Bba2
42.219 Fmm2
42.220 Fmm21'
42.221 Fm'm2'
42.222 Fm'm'2
42.223 F_Smm2
43.224 Fdd2
43.225 Fdd21'
43.226 Fd'd2'
43.227 Fd'd'2
43.228 F_Sdd2
44.229 Imm2
44.230 Imm21'
44.231 Im'm2'
44.232 Im'm'2
44.233 I_cmm2
44.234 I_amm2
45.235 Iba2
45.236 Iba21'
45.237 Ib'a2'
45.238 Ib'a'2
45.239 I_cba2
45.240 I_aba2
46.241 Ima2
46.242 Ima21'
46.243 Im'a2'
46.244 Ima'2'
46.245 Im'a'2
46.246 I_cma2
46.247 I_ama2
46.248 I_bma2
47.249 Pmmm
47.250 Pmmm1'
47.251 Pm'mm
47.252 Pm'm'm
47.253 Pm'm'm'
47.254 P_ammm
47.255 P_Cmmm
47.256 P_Immm
48.257 Pnnn
48.258 Pnnn1'
48.259 Pn'nn
48.260 Pn'n'n
48.261 Pn'n'n'
48.262 P_cnnn
48.263 P_Cnnn
48.264 P_Innn
49.265 Pccm
49.266 Pccm1'
49.267 Pc'cm
49.268 Pccm'
49.269 Pc'c'm
49.270 Pc'cm'
49.271 Pc'c'm'
49.272 P_accm
49.273 P_cccm
49.274 P_Bccm
49.275 P_Cccm
49.276 P_Iccm
50.277 Pban
50.278 Pban1'
50.279 Pb'an
50.280 Pban'
50.281 Pb'a'n
50.282 Pb'an'
50.283 Pb'a'n'
50.284 P_aban
50.285 P_cban
50.286 P_Aban
50.287 P_Cban
50.288 P_Iban
51.289 Pmma
51.290 Pmma1'
51.291 Pm'ma
51.292 Pmm'a
51.293 Pmma'
51.294 Pm'm'a
51.295 Pmm'a'
51.296 Pm'ma'
51.297 Pm'm'a'
51.298 P_amma
51.299 P_bmma
51.300 P_cmma
51.301 P_Amma
51.302 P_Bmma
51.303 P_Cmma
51.304 P_Imma
52.305 Pnna
52.306 Pnna1'
52.307 Pn'na
52.308 Pnn'a
52.309 Pnna'
52.310 Pn'n'a
52.311 Pnn'a'
52.312 Pn'na'
52.313 Pn'n'a'
52.314 P_anna
52.315 P_bnna
52.316 P_cnna
52.317 P_Anna
52.318 P_Bnna
52.319 P_Cnna
52.320 P_Inna
53.321 Pmna
53.322 Pmna1'
53.323 Pm'na
53.324 Pmn'a
53.325 Pmna'
53.326 Pm'n'a
53.327 Pmn'a'
53.328 Pm'na'
53.329 Pm'n'a'
53.330 P_amna
53.331 P_bmna
53.332 P_cmna
53.333 P_Amna
53.334 P_Bmna
53.335 P_Cmna
53.336 P_Imna
54.337 Pcca
54.338 Pcca1'
54.339 Pc'ca
54.340 Pcc'a
54.341 Pcca'
54.342 Pc'c'a
54.343 Pcc'a'
54.344 Pc'ca'
54.345 Pc'c'a'
54.346 P_acca
54.347 P_bcca
54.348 P_ccca
54.349 P_Acca
54.350 P_Bcca
54.351 P_Ccca
54.352 P_Icca
55.353 Pbam
55.354 Pbam1'
55.355 Pb'am
55.356 Pbam'
55.357 Pb'a'm
55.358 Pb'am'
55.359 Pb'a'm'
55.360 P_abam
55.361 P_cbam
55.362 P_Abam
55.363 P_Cbam
55.364 P_Ibam
56.365 Pccn
56.366 Pccn1'
56.367 Pc'cn
56.368 Pccn'
56.369 Pc'c'n
56.370 Pc'cn'
56.371 Pc'c'n'
56.372 P_bccn
56.373 P_cccn
56.374 P_Accn
56.375 P_Cccn
56.376 P_Iccn
57.377 Pbcm
57.378 Pbcm1'
57.379 Pb'cm
57.380 Pbc'm
57.381 Pbcm'
57.382 Pb'c'm
57.383 Pbc'm'
57.384 Pb'cm'
57.385 Pb'c'm'
57.386 P_abcm
57.387 P_bbcm
57.388 P_cbcm
57.389 P_Abcm
57.390 P_Bbcm
57.391 P_Cbcm
57.392 P_Ibcm
58.393 Pnnm
58.394 Pnnm1'
58.395 Pn'nm
58.396 Pnnm'
58.397 Pn'n'm
58.398 Pnn'm'
58.399 Pn'n'm'
58.400 P_annm
58.401 P_cnnm
58.402 P_Bnnm
58.403 P_Cnnm
58.404 P_Innm
59.405 Pmmn
59.406 Pmmn1'
59.407 Pm'mn
59.408 Pmmn'
