SG=228
 name=Fd-3c 
 nsym= 48
 spinor=True
symmetries=
1 0 0   0 1 0   0 0 1     0.0 0.0 0.0      1.0  0.0  0.0  1.0    0.0  0.0  0.0  0.0
-1 0 0   0 -1 0   0 0 1     0.25 0.25 0.0      1.0  0.0  0.0  1.0    -0.5  0.0  0.0  0.5
-1 0 0   0 1 0   0 0 -1     0.25 0.0 0.25      0.0  1.0  1.0  0.0    0.0  1.0  0.0  0.0
1 0 0   0 -1 0   0 0 -1     0.0 0.25 0.25      0.0  1.0  1.0  0.0    0.0  -0.5  -0.5  0.0
0 0 1   1 0 0   0 1 0     0.0 0.0 0.0      0.70711  0.70711  0.70711  0.70711    -0.25  -0.75  -0.25  0.25
0 0 1   -1 0 0   0 -1 0     0.0 0.25 0.25      0.70711  0.70711  0.70711  0.70711    0.25  0.75  0.25  -0.25
0 0 -1   -1 0 0   0 1 0     0.25 0.25 0.0      0.70711  0.70711  0.70711  0.70711    0.25  -0.25  -0.75  -0.25
0 0 -1   1 0 0   0 -1 0     0.25 0.0 0.25      0.70711  0.70711  0.70711  0.70711    -0.25  0.25  0.75  0.25
0 1 0   0 0 1   1 0 0     0.0 0.0 0.0      0.70711  0.70711  0.70711  0.70711    0.25  0.25  0.75  -0.25
0 -1 0   0 0 1   -1 0 0     0.25 0.0 0.25      0.70711  0.70711  0.70711  0.70711    -0.25  0.75  0.25  0.25
0 1 0   0 0 -1   -1 0 0     0.0 0.25 0.25      0.70711  0.70711  0.70711  0.70711    0.25  -0.75  -0.25  -0.25
0 -1 0   0 0 -1   1 0 0     0.25 0.25 0.0      0.70711  0.70711  0.70711  0.70711    -0.25  -0.25  -0.75  0.25
0 1 0   1 0 0   0 0 -1     0.25 0.25 0.5      0.0  1.0  1.0  0.0    0.0  -0.75  -0.25  0.0
0 -1 0   -1 0 0   0 0 -1     0.5 0.5 0.5      0.0  1.0  1.0  0.0    0.0  0.75  0.25  0.0
0 1 0   -1 0 0   0 0 1     0.25 0.5 0.25      1.0  0.0  0.0  1.0    0.25  0.0  0.0  -0.25
0 -1 0   1 0 0   0 0 1     0.5 0.25 0.25      1.0  0.0  0.0  1.0    -0.25  0.0  0.0  0.25
1 0 0   0 0 1   0 -1 0     0.25 0.25 0.5      0.70711  0.70711  0.70711  0.70711    0.0  0.5  0.5  0.0
-1 0 0   0 0 1   0 1 0     0.5 0.25 0.25      0.70711  0.70711  0.70711  0.70711    0.5  0.0  1.0  -0.5
-1 0 0   0 0 -1   0 -1 0     0.5 0.5 0.5      0.70711  0.70711  0.70711  0.70711    -0.5  0.0  1.0  0.5
1 0 0   0 0 -1   0 1 0     0.25 0.5 0.25      0.70711  0.70711  0.70711  0.70711    0.0  -0.5  -0.5  0.0
0 0 1   0 1 0   -1 0 0     0.25 0.25 0.5      0.70711  0.70711  0.70711  0.70711    0.0  1.0  0.0  0.0
0 0 1   0 -1 0   1 0 0     0.25 0.5 0.25      0.70711  0.70711  0.70711  0.70711    -0.5  -0.5  -0.5  0.5
0 0 -1   0 1 0   1 0 0     0.5 0.25 0.25      0.70711  0.70711  0.70711  0.70711    0.0  0.0  1.0  0.0
0 0 -1   0 -1 0   -1 0 0     0.5 0.5 0.5      0.70711  0.70711  0.70711  0.70711    0.5  -0.5  -0.5  -0.5
-1 0 0   0 -1 0   0 0 -1     0.0 0.0 0.0      1.0  0.0  0.0  1.0    0.0  0.0  0.0  0.0
1 0 0   0 1 0   0 0 -1     0.25 0.25 0.0      1.0  0.0  0.0  1.0    -0.5  0.0  0.0  0.5
